year,month,habitat,module,plot,trt,spp,percov,comments
2016,JUN,unveg,13,13X,X,BIDLAE,3,
2016,JUN,unveg,13,13X,X,WOOD,3,
2016,JUN,unveg,13,13X,X,,,"13X Comment: IRIPSE inside exclosure; close to, but just outside study plot"
2016,JUN,unveg,14,14C,C,BARE,35,
2016,JUN,unveg,14,14C,C,DET,2,
2016,JUN,unveg,14,14C,C,TRASH,1,
2016,JUN,unveg,14,14C,C,WOOD,25,
2016,JUN,unveg,14,14C,C,RANSCE,0.1,
2016,JUN,unveg,14,14C,C,PERSPP,15,
2016,JUN,unveg,14,14C,C,AMACAN,2,
2016,JUN,unveg,14,14C,C,BIDLAE,5,includes 1% that looked a little different
2016,JUN,unveg,14,14C,C,LEEORY,1,
2016,JUN,unveg,14,14C,C,SCHTAB,1,seedling- check id in August
2016,JUN,unveg,14,14C,C,NUPADV,50,changed from NUPLUT to NUPADV based on Flora of VA
2016,JUN,unveg,14,14C,C,ACERUB,0.1,
2016,JUN,unveg,14,14C,C,PONCOR,0.1,
2016,JUN,unveg,14,14X,X,DET,85,
2016,JUN,unveg,14,14X,X,TRASH,1,
2016,JUN,unveg,14,14X,X,TYPLAT,1,"individuals with new fruits with no separation between male and female parts in exclosure, but outside of study plot"
2016,JUN,unveg,14,14X,X,TYPSPP,0.5,younger
2016,JUN,unveg,14,14X,X,SCHTAB,40,
2016,JUN,unveg,14,14X,X,LEEORY,9,
2016,JUN,unveg,14,14X,X,PELVIR,15,
2016,JUN,unveg,14,14X,X,PONCOR,20,
2016,JUN,unveg,14,14X,X,PERPUN,2,
2016,JUN,unveg,14,14X,X,AMACAN,1,
2016,JUN,unveg,14,14X,X,BIDLAE,0.5,
2016,JUN,unveg,14,14X,X,,,"14X Comments: no SAV in scour pool by exclosure this time; SAGLAT in exclosure, not study plot; lots of standing dead Typha (which is included with detritus)"
2016,JUN,unveg,15,15C,C,BARE,98,
2016,JUN,unveg,15,15C,C,DET,0.1,
2016,JUN,unveg,15,15C,C,TRASH,0.1,
2016,JUN,unveg,15,15C,C,AMACAN,0.5,seedlings
2016,JUN,unveg,15,15C,C,PERPUN,0.5,seedlings
2016,JUN,unveg,15,15C,C,PERHYD,1,seedlings
2016,JUN,unveg,15,15X,X,BARE,15,
2016,JUN,unveg,15,15X,X,DET,60,
2016,JUN,unveg,15,15X,X,TRASH,0.1,
2016,JUN,unveg,15,15X,X,UNKSGE,0.1,"changed back to UNKSGE due to lack of fruits, even by 2019 ck 17sep19"
2016,JUN,unveg,15,15X,X,LEEORY,9,
2016,JUN,unveg,15,15X,X,PELVIR,20,
2016,JUN,unveg,15,15X,X,PONCOR,3,
2016,JUN,unveg,15,15X,X,AMACAN,2,
2016,JUN,unveg,15,15X,X,SAGLAT,20,
2016,JUN,unveg,15,15X,X,ACERUB,0.1,
2016,JUN,unveg,15,15X,X,MURKEI,0.5,
2016,JUN,unveg,15,15X,X,BIDFRO,0.1,
2016,JUN,unveg,15,15X,X,FEATHR,0.1,
2016,JUN,unveg,15,15X,X,LYCRUB,0.1,
2016,JUN,unveg,15,15X,X,BIDLAE,1,
2016,JUN,unveg,15,15X,X,PERPUN,1,
2016,JUN,unveg,15,15X,X,WOOD,1,
2016,JUN,unveg,16,16C,C,BARE,100,
2016,JUN,unveg,16,16C,C,DET,0.1,
2016,JUN,unveg,16,16X,X,DET,65,
2016,JUN,unveg,16,16X,X,TRASH,5,
2016,JUN,unveg,16,16X,X,SAGLAT,40,
2016,JUN,unveg,16,16X,X,PELVIR,7,
2016,JUN,unveg,16,16X,X,PONCOR,20,
2016,JUN,unveg,16,16X,X,AMACAN,15,
2016,JUN,unveg,16,16X,X,BIDLAE,4,
2016,JUN,unveg,16,16X,X,LEEORY,2,
2016,JUN,unveg,16,16X,X,PERPUN,13,
2016,JUN,unveg,16,16X,X,IRIPSE,0.1,
2016,JUN,unveg,16,16X,X,BIDFRO,0.5,
2016,JUN,unveg,16,16X,X,WOOD,7,
2016,JUN,unveg,16,16X,X,,,"16X Comment: IMPCAP in exclosure, but not study plot"
2016,AUG,unveg,5,5C,C,BARE,100,
2016,AUG,unveg,5,5X,X,DET,20,
2016,AUG,unveg,5,5X,X,AMACAN,35,
2016,AUG,unveg,5,5X,X,PONCOR,75,
2016,AUG,unveg,5,5X,X,PELVIR,20,
2016,AUG,unveg,5,5X,X,PERPUN,35,
2016,AUG,unveg,6,6C,C,BARE,99,
2016,AUG,unveg,6,6C,C,DET,1,
2016,AUG,unveg,6,6C,C,FEATHR,0.1,
2016,AUG,unveg,6,6X,X,DET,2,
2016,AUG,unveg,6,6X,X,PHAARU,95,
2016,AUG,unveg,6,6X,X,PONCOR,2,
2016,AUG,unveg,6,6X,X,PELVIR,10,
2016,AUG,unveg,6,6X,X,,,"6X Comment: SAGLAT & ZIZAQU present in exlcosure, but not study plot"
2016,AUG,unveg,9,9C,C,BARE,100,
2016,AUG,unveg,9,9C,C,DET,0.1,
2016,AUG,unveg,9,9X,X,DET,4,
2016,AUG,unveg,9,9X,X,AMACAN,12,
2016,AUG,unveg,9,9X,X,PERPUN,35,
2016,AUG,unveg,9,9X,X,PONCOR,55,
2016,AUG,unveg,9,9X,X,LEEORY,55,
2016,AUG,unveg,9,9X,X,IRIPSE,3,
2016,AUG,unveg,9,9X,X,PELVIR,4,
2016,AUG,unveg,9,9X,X,ZIZAQU,1,
2016,AUG,unveg,10,10C,C,BARE,100,
2016,AUG,unveg,10,10C,C,DET,0.1,
2016,AUG,unveg,10,10X,X,DET,10,
2016,AUG,unveg,10,10X,X,AMACAN,30,
2016,AUG,unveg,10,10X,X,ZIZAQU,11,
2016,AUG,unveg,10,10X,X,PONCOR,35,
2016,AUG,unveg,10,10X,X,PERPUN,50,
2016,AUG,unveg,10,10X,X,LEEORY,15,
2016,AUG,unveg,10,10X,X,BIDFRO,0.5,
2016,AUG,unveg,10,10X,X,PELVIR,4,
2016,AUG,unveg,10,10X,X,BIDLAE,1,
2016,AUG,unveg,10,10X,X,,,"10X Comment: PERARI (persicaria arifolia) in exclosure, but not study plot"
2016,AUG,unveg,13,13C,C,BARE,99,
2016,AUG,unveg,13,13C,C,DET,0.1,
2016,AUG,unveg,13,13C,C,TRASH,1,
2016,AUG,unveg,13,13C,C,PERPUN,0.5,
2016,AUG,unveg,13,13X,X,BARE,2,
2016,AUG,unveg,13,13X,X,DET,8,
2016,AUG,unveg,13,13X,X,TRASH,1,
2016,AUG,unveg,13,13X,X,AMACAN,50,
2016,AUG,unveg,13,13X,X,PERPUN,35,
2016,AUG,unveg,13,13X,X,PONCOR,15,
2016,AUG,unveg,13,13X,X,BIDLAE,1,
2016,AUG,unveg,13,13X,X,PELVIR,50,
2016,AUG,unveg,13,13X,X,WOOD,1,
2016,AUG,unveg,14,14C,C,BARE,12,
2016,AUG,unveg,14,14C,C,DET,4,
2016,AUG,unveg,14,14C,C,TRASH,1,
2016,AUG,unveg,14,14C,C,TYPLAT,12,
2016,AUG,unveg,14,14C,C,NUPADV,40,changed from NUPLUT to NUPADV based on Flora of VA
2016,AUG,unveg,14,14C,C,PERPUN,50,
2016,AUG,unveg,14,14C,C,PERHYD,12,
2016,AUG,unveg,14,14C,C,BIDLAE,3,
2016,AUG,unveg,14,14C,C,PONCOR,0.5,
2016,AUG,unveg,14,14C,C,WOOD,1,
2016,AUG,unveg,14,14C,C,SCHTAB,0.5,
2016,AUG,unveg,14,14X,X,DET,50,
2016,AUG,unveg,14,14X,X,TRASH,2,
2016,AUG,unveg,14,14X,X,IMPCAP,1,
2016,AUG,unveg,14,14X,X,PILPUM,0.5,
2016,AUG,unveg,14,14X,X,SCHTAB,50,
2016,AUG,unveg,14,14X,X,TYPLAT,2,
2016,AUG,unveg,14,14X,X,PELVIR,15,
2016,AUG,unveg,14,14X,X,LEEORY,30,
2016,AUG,unveg,14,14X,X,AMACAN,4,
2016,AUG,unveg,14,14X,X,PERPUN,6,
2016,AUG,unveg,14,14X,X,PONCOR,30,
2016,AUG,unveg,14,14X,X,,,"14X Comments: TYPLAT in exclosure classified based on old fruits, howeever, some leaves are somewhat narrow; detritus includes standing dead Typha"
2016,AUG,unveg,15,15C,C,BARE,85,
2016,AUG,unveg,15,15C,C,DET,1,
2016,AUG,unveg,15,15C,C,PERPUN,1,
2016,AUG,unveg,15,15C,C,PERHYD,15,
2016,AUG,unveg,15,15X,X,BARE,2,
2016,AUG,unveg,15,15X,X,DET,4,
2016,AUG,unveg,15,15X,X,AMACAN,40,
2016,AUG,unveg,15,15X,X,BIDLAE,20,
2016,AUG,unveg,15,15X,X,PERPUN,14,
2016,AUG,unveg,15,15X,X,PONCOR,13,
2016,AUG,unveg,15,15X,X,LEEORY,45,
2016,AUG,unveg,15,15X,X,SAGLAT,55,
2016,AUG,unveg,15,15X,X,ECHMUR,2,based on 2015 specimen reviewed 24oct19
2016,AUG,unveg,15,15X,X,UNKSGE,3,"changed back to UNKSGE due to lack of fruits, even by 2019 ck 17sep19"
2016,AUG,unveg,15,15X,X,PELVIR,8,
2016,AUG,unveg,15,15X,X,MURKEI,1,
2016,AUG,unveg,15,15X,X,LYCRUB,0.5,
2016,AUG,unveg,16,16C,C,BARE,100,
2016,AUG,unveg,16,16C,C,DET,0.1,
2016,AUG,unveg,16,16X,X,BARE,1,
2016,AUG,unveg,16,16X,X,DET,7,
2016,AUG,unveg,16,16X,X,TRASH,1,
2016,AUG,unveg,16,16X,X,AMACAN,60,
2016,AUG,unveg,16,16X,X,SAGLAT,45,
2016,AUG,unveg,16,16X,X,BIDLAE,11,
2016,AUG,unveg,16,16X,X,PERPUN,7,
2016,AUG,unveg,16,16X,X,PONCOR,25,
2016,AUG,unveg,16,16X,X,LEEORY,5,
2016,AUG,unveg,16,16X,X,BIDFRO,1,
2016,AUG,unveg,16,16X,X,WOOD,10,
2016,AUG,unveg,16,16X,X,CUSGRO,1,based on the orange Cuscuta I have identified out there on the Anacostia reconstructed wetlands in the past (with fruits)
2016,AUG,unveg,16,16X,X,ECHMUR,3,based on 2019 specimen
2016,AUG,unveg,16,16X,X,,,"16X Comment: Cuscuta is orange, looks like what we have seen before, though no fruits present"
2017,JUN,unveg,5,5C,C,BARE,100,
2017,JUN,unveg,5,5C,C,DET,0.1,
2017,JUN,unveg,5,5X,X,BARE,3,
2017,JUN,unveg,5,5X,X,DET,25,
2017,JUN,unveg,5,5X,X,PONCOR,65,
2017,JUN,unveg,5,5X,X,PELVIR,45,
2017,JUN,unveg,5,5X,X,AMACAN,8,
2017,JUN,unveg,5,5X,X,PERPUN,40,
2017,JUN,unveg,5,5X,X,BIDFRO,0.5,
2017,JUN,unveg,5,5X,X,,,"5X Comments: lots of bees on PONCOR, snout seems to fit perfectly inside flower, black spot on back; counted 35 geese flying overhead"
2017,JUN,unveg,6,6C,C,BARE,96,
2017,JUN,unveg,6,6C,C,DET,4,
2017,JUN,unveg,6,6X,X,DET,4,
2017,JUN,unveg,6,6X,X,PHAARU,100,
2017,JUN,unveg,6,6X,X,PELVIR,20,
2017,JUN,unveg,6,6X,X,PONCOR,2,
2017,JUN,unveg,6,6X,X,SAGLAT,1,
2017,JUN,unveg,6,6X,X,,,"6X Comment: not counting trash on top of dead, matted PHAARU--Mikaila's call based on what she remembered from Diane"
2017,JUN,unveg,9,9C,C,BARE,100,
2017,JUN,unveg,9,9C,C,DET,0.1,
2017,JUN,unveg,9,9X,X,DET,30,
2017,JUN,unveg,9,9X,X,PERPUN,12,
2017,JUN,unveg,9,9X,X,AMACAN,10,
2017,JUN,unveg,9,9X,X,PELVIR,25,
2017,JUN,unveg,9,9X,X,LEEORY,30,
2017,JUN,unveg,9,9X,X,PONCOR,65,
2017,JUN,unveg,9,9X,X,BIDFRO,0.5,
2017,JUN,unveg,9,9X,X,BIDLAE,2,
2017,JUN,unveg,10,10C,C,BARE,100,
2017,JUN,unveg,10,10C,C,DET,0.1,
2017,JUN,unveg,10,10X,X,BARE,0.5,
2017,JUN,unveg,10,10X,X,DET,20,
2017,JUN,unveg,10,10X,X,PONCOR,45,
2017,JUN,unveg,10,10X,X,LEEORY,50,
2017,JUN,unveg,10,10X,X,PELVIR,20,
2017,JUN,unveg,10,10X,X,PERPUN,35,
2017,JUN,unveg,10,10X,X,PERARI,4,
2017,JUN,unveg,10,10X,X,AMACAN,8,
2017,JUN,unveg,10,10X,X,BIDLAE,3,
2017,JUN,unveg,10,10X,X,NUPADV,0.5,changed from NUPLUT to NUPADV based on Flora of VA
2017,JUN,unveg,13,13C,C,BARE,99,
2017,JUN,unveg,13,13C,C,DET,0.1,
2017,JUN,unveg,13,13C,C,PERPUN,0.1,
2017,JUN,unveg,13,13X,X,BARE,1,
2017,JUN,unveg,13,13X,X,DET,45,
2017,JUN,unveg,13,13X,X,PELVIR,50,
2017,JUN,unveg,13,13X,X,PONCOR,40,
2017,JUN,unveg,13,13X,X,PERPUN,50,
2017,JUN,unveg,13,13X,X,IRIPSE,1,
2017,JUN,unveg,13,13X,X,AMACAN,5,
2017,JUN,unveg,13,13X,X,BIDLAE,15,
2017,JUN,unveg,13,13X,X,IMPCAP,5,
2017,JUN,unveg,13,13X,X,PERARI,0.5,
2017,JUN,unveg,13,13X,X,LYCRUB,0.5,
2017,JUN,unveg,14,14C,C,BARE,20,
2017,JUN,unveg,14,14C,C,DET,35,
2017,JUN,unveg,14,14C,C,TRASH,3,
2017,JUN,unveg,14,14C,C,TYPLAT,5,
2017,JUN,unveg,14,14C,C,NUPADV,60,changed from NUPLUT to NUPADV based on Flora of VA
2017,JUN,unveg,14,14C,C,PERPUN,4,
2017,JUN,unveg,14,14C,C,BIDLAE,0.1,seedlings
2017,JUN,unveg,14,14C,C,PONCOR,0.1,seedling
2017,JUN,unveg,14,14C,C,UNKMON,0.5,"UNKMON=UNKSPP1=monocot seedling, flattened, ridged vein to blade, not ZIZAQU; no longer present by August 2017"
2017,JUN,unveg,14,14C,C,UNKDIC,0.1,UNKDIC=UNKSPP2=small seedling with pr of unusual dicotyledons (look kind of like those for morning glory family); no longer present by August 2017
2017,JUN,unveg,14,14C,C,PELVIR,0.1,seedling
2017,JUN,unveg,14,14X,X,DET,80,
2017,JUN,unveg,14,14X,X,TRASH,2,
2017,JUN,unveg,14,14X,X,SCHTAB,75,
2017,JUN,unveg,14,14X,X,LEEORY,9,
2017,JUN,unveg,14,14X,X,PELVIR,20,
2017,JUN,unveg,14,14X,X,PONCOR,12,
2017,JUN,unveg,14,14X,X,TYPLAT,0.1,
2017,JUN,unveg,14,14X,X,PHRAUS,0.1,
2017,JUN,unveg,14,14X,X,SAGLAT,1,
2017,JUN,unveg,14,14X,X,,,"14X Comment: most of det is dead (apparently detached) SCHTAB, not all are lying on the ground, but are providing shade"
2017,JUN,unveg,15,15C,C,BARE,98,
2017,JUN,unveg,15,15C,C,DET,1,
2017,JUN,unveg,15,15C,C,TRASH,2,
2017,JUN,unveg,15,15C,C,PERPUN,0.1,check id in August; growing along the long edge facing paired exclosure
2017,JUN,unveg,15,15C,C,PELVIR,1,
2017,JUN,unveg,15,15C,C,PERHYD,1,
2017,JUN,unveg,15,15X,X,BARE,4,
2017,JUN,unveg,15,15X,X,DET,20,
2017,JUN,unveg,15,15X,X,TRASH,2,
2017,JUN,unveg,15,15X,X,LEEORY,15,
2017,JUN,unveg,15,15X,X,PELVIR,20,
2017,JUN,unveg,15,15X,X,SAGLAT,35,
2017,JUN,unveg,15,15X,X,BIDLAE,8,
2017,JUN,unveg,15,15X,X,PERPUN,2,
2017,JUN,unveg,15,15X,X,UNKSGE,5,"changed back to UNKSGE due to lack of fruits, even by 2019 ck 17sep19"
2017,JUN,unveg,15,15X,X,AMACAN,2,
2017,JUN,unveg,15,15X,X,MURKEI,0.5,"along the side of the study plot facing away from paired control, half oppos gate end"
2017,JUN,unveg,15,15X,X,PONCOR,15,
2017,JUN,unveg,15,15X,X,,,15X Comment: limited signs of browsing
2017,JUN,unveg,16,16C,C,BARE,100,
2017,JUN,unveg,16,16X,X,BARE,1,
2017,JUN,unveg,16,16X,X,DET,25,
2017,JUN,unveg,16,16X,X,TRASH,1,
2017,JUN,unveg,16,16X,X,PELVIR,10,
2017,JUN,unveg,16,16X,X,AMACAN,5,
2017,JUN,unveg,16,16X,X,LEEORY,15,
2017,JUN,unveg,16,16X,X,PONCOR,35,
2017,JUN,unveg,16,16X,X,SAGLAT,40,
2017,JUN,unveg,16,16X,X,BIDLAE,20,
2017,JUN,unveg,16,16X,X,NUPADV,1,changed from NUPLUT to NUPADV based on Flora of VA
2017,JUN,unveg,16,16X,X,PERPUN,25,
2017,JUN,unveg,16,16X,X,WOOD,4,
2017,JUN,unveg,16,16X,X,IRIPSE,1,
2017,AUG,unveg,5,5C,C,BARE,100,
2017,AUG,unveg,5,5C,C,DET,0.5,
2017,AUG,unveg,5,5X,X,BARE,2,
2017,AUG,unveg,5,5X,X,DET,12,
2017,AUG,unveg,5,5X,X,TRASH,0.1,
2017,AUG,unveg,5,5X,X,PONCOR,70,
2017,AUG,unveg,5,5X,X,PELVIR,40,
2017,AUG,unveg,5,5X,X,PERPUN,5,
2017,AUG,unveg,6,6C,C,BARE,97,
2017,AUG,unveg,6,6C,C,DET,1,
2017,AUG,unveg,6,6C,C,TRASH,2,
2017,AUG,unveg,6,6X,X,DET,10,
2017,AUG,unveg,6,6X,X,PHAARU,85,
2017,AUG,unveg,6,6X,X,PELVIR,25,
2017,AUG,unveg,6,6X,X,LEEORY,1,
2017,AUG,unveg,9,9C,C,BARE,100,
2017,AUG,unveg,9,9C,C,DET,0.1,
2017,AUG,unveg,9,9X,X,BARE,2,
2017,AUG,unveg,9,9X,X,DET,3,
2017,AUG,unveg,9,9X,X,LEEORY,85,
2017,AUG,unveg,9,9X,X,PONCOR,40,
2017,AUG,unveg,9,9X,X,PELVIR,6,
2017,AUG,unveg,9,9X,X,AMACAN,2,
2017,AUG,unveg,9,9X,X,PERPUN,4,
2017,AUG,unveg,9,9X,X,IRIPSE,0.5,
2017,AUG,unveg,9,9X,X,,,"Plot 9X Comments: some of PONCOR lvs have brown spots, some completely brown; cover includes the brown tissue, since we are trying to capture all of the cover from the season"
2017,AUG,unveg,10,10C,C,BARE,99,
2017,AUG,unveg,10,10C,C,DET,0.5,
2017,AUG,unveg,10,10C,C,TRASH,1,
2017,AUG,unveg,10,10X,X,BARE,1,
2017,AUG,unveg,10,10X,X,DET,15,
2017,AUG,unveg,10,10X,X,PERARI,5,
2017,AUG,unveg,10,10X,X,NUPADV,3,changed from NUPLUT to NUPADV based on Flora of VA
2017,AUG,unveg,10,10X,X,PELVIR,4,
2017,AUG,unveg,10,10X,X,PONCOR,45,
2017,AUG,unveg,10,10X,X,PERPUN,30,
2017,AUG,unveg,10,10X,X,AMACAN,2,
2017,AUG,unveg,10,10X,X,LEEORY,50,
2017,AUG,unveg,13,13C,C,BARE,99,
2017,AUG,unveg,13,13C,C,DET,0.1,
2017,AUG,unveg,13,13C,C,TRASH,1,
2017,AUG,unveg,13,13X,X,DET,20,
2017,AUG,unveg,13,13X,X,IMPCAP,30,
2017,AUG,unveg,13,13X,X,PERPUN,45,
2017,AUG,unveg,13,13X,X,PELVIR,20,
2017,AUG,unveg,13,13X,X,AMACAN,1,
2017,AUG,unveg,13,13X,X,PONCOR,55,
2017,AUG,unveg,13,13X,X,BIDLAE,5,
2017,AUG,unveg,14,14C,C,BARE,22,
2017,AUG,unveg,14,14C,C,DET,12,
2017,AUG,unveg,14,14C,C,TRASH,4,
2017,AUG,unveg,14,14C,C,TYPLAT,10,
2017,AUG,unveg,14,14C,C,NUPADV,40,changed from NUPLUT to NUPADV based on Flora of VA
2017,AUG,unveg,14,14C,C,AMACAN,4,
2017,AUG,unveg,14,14C,C,SCHTAB,1,
2017,AUG,unveg,14,14C,C,PERPUN,30,
2017,AUG,unveg,14,14C,C,PHRAUS,2,
2017,AUG,unveg,14,14C,C,WOOD,0.5,
2017,AUG,unveg,14,14X,X,DET,70,
2017,AUG,unveg,14,14X,X,TRASH,2,
2017,AUG,unveg,14,14X,X,PHRAUS,4,
2017,AUG,unveg,14,14X,X,SCHTAB,50,
2017,AUG,unveg,14,14X,X,LEEORY,35,
2017,AUG,unveg,14,14X,X,PELVIR,20,
2017,AUG,unveg,14,14X,X,PONCOR,25,
2017,AUG,unveg,14,14X,X,SAGLAT,0.5,
2017,AUG,unveg,14,14X,X,,,Plot 14X Comments: PONCOR has small brown dots on lvs
2017,AUG,unveg,15,15C,C,BARE,95,
2017,AUG,unveg,15,15C,C,DET,0.5,
2017,AUG,unveg,15,15C,C,TRASH,0.1,
2017,AUG,unveg,15,15C,C,PELVIR,4,
2017,AUG,unveg,15,15C,C,PERPUN,0.5,hanging in from patch of veg near pvc study plot post; Persicaria observed rooted in study plot in June no longer present
2017,AUG,unveg,15,15X,X,BARE,4,
2017,AUG,unveg,15,15X,X,DET,9,
2017,AUG,unveg,15,15X,X,LEEORY,40,
2017,AUG,unveg,15,15X,X,PELVIR,3,
2017,AUG,unveg,15,15X,X,SAGLAT,55,
2017,AUG,unveg,15,15X,X,PERPUN,35,
2017,AUG,unveg,15,15X,X,UNKSGE,15,"changed back to UNKSGE due to lack of fruits, even by 2019 ck 17sep19"
2017,AUG,unveg,15,15X,X,AMACAN,4,
2017,AUG,unveg,15,15X,X,BIDLAE,2,
2017,AUG,unveg,15,15X,X,MURKEI,0.5,
2017,AUG,unveg,15,15X,X,PONCOR,11,
2017,AUG,unveg,15,15X,X,,,"Plot 15X Comment: Echinochloa present in excl, but not study plot"
2017,AUG,unveg,16,16C,C,BARE,100,
2017,AUG,unveg,16,16C,C,TRASH,0.1,
2017,AUG,unveg,16,16X,X,BARE,2,
2017,AUG,unveg,16,16X,X,DET,12,
2017,AUG,unveg,16,16X,X,AMACAN,4,
2017,AUG,unveg,16,16X,X,LEEORY,25,
2017,AUG,unveg,16,16X,X,PONCOR,30,
2017,AUG,unveg,16,16X,X,SAGLAT,60,
2017,AUG,unveg,16,16X,X,PELVIR,2,
2017,AUG,unveg,16,16X,X,BIDLAE,7,
2017,AUG,unveg,16,16X,X,NUPADV,0.5,changed from NUPLUT to NUPADV based on Flora of VA
2017,AUG,unveg,16,16X,X,PERPUN,35,
2017,AUG,unveg,16,16X,X,IRIPSE,1,
2017,AUG,unveg,16,16X,X,ECHMUR,3,no fruits present; id based on 2019 specimen
2017,AUG,unveg,16,16X,X,WOOD,4,
2018,JUN,unveg,5,5C,C,BARE,99,
2018,JUN,unveg,5,5C,C,DET,0.5,
2018,JUN,unveg,5,5C,C,PELVIR,0.5,
2018,JUN,unveg,5,5X,X,BARE,4,
2018,JUN,unveg,5,5X,X,DET,4,
2018,JUN,unveg,5,5X,X,TRASH,0.5,
2018,JUN,unveg,5,5X,X,PONCOR,50,
2018,JUN,unveg,5,5X,X,PELVIR,50,
2018,JUN,unveg,5,5X,X,PERPUN,30,
2018,JUN,unveg,5,5X,X,AMACAN,1,
2018,JUN,unveg,6,6C,C,BARE,95,
2018,JUN,unveg,6,6C,C,DET,5,
2018,JUN,unveg,6,6C,C,WOOD,1,
2018,JUN,unveg,6,6X,X,DET,2,
2018,JUN,unveg,6,6X,X,TRASH,0.1,
2018,JUN,unveg,6,6X,X,PHAARU,100,
2018,JUN,unveg,6,6X,X,PELVIR,12,
2018,JUN,unveg,9,9C,C,BARE,100,
2018,JUN,unveg,9,9C,C,DET,0.1,
2018,JUN,unveg,9,9X,X,BARE,1,
2018,JUN,unveg,9,9X,X,DET,1.5,
2018,JUN,unveg,9,9X,X,PERPUN,45,
2018,JUN,unveg,9,9X,X,PELVIR,45,
2018,JUN,unveg,9,9X,X,PONCOR,30,
2018,JUN,unveg,9,9X,X,AMACAN,2,
2018,JUN,unveg,10,10C,C,BARE,100,
2018,JUN,unveg,10,10C,C,DET,0.1,
2018,JUN,unveg,10,10X,X,BARE,15,
2018,JUN,unveg,10,10X,X,DET,2,
2018,JUN,unveg,10,10X,X,TRASH,0.1,
2018,JUN,unveg,10,10X,X,NUPADV,20,changed from NUPLUT to NUPADV based on Flora of VA
2018,JUN,unveg,10,10X,X,PELVIR,40,
2018,JUN,unveg,10,10X,X,ZIZAQU,3,
2018,JUN,unveg,10,10X,X,LEEORY,12,
2018,JUN,unveg,10,10X,X,PONCOR,7,
2018,JUN,unveg,10,10X,X,BIDLAE,2,
2018,JUN,unveg,10,10X,X,AMACAN,2,
2018,JUN,unveg,10,10X,X,PERARI,1,
2018,JUN,unveg,13,13C,C,BARE,100,
2018,JUN,unveg,13,13C,C,DET,0.1,
2018,JUN,unveg,13,13C,C,PELVIR,0.1,seedling
2018,JUN,unveg,13,13X,X,BARE,2,
2018,JUN,unveg,13,13X,X,DET,4,
2018,JUN,unveg,13,13X,X,PONCOR,55,
2018,JUN,unveg,13,13X,X,PELVIR,55,
2018,JUN,unveg,13,13X,X,IMPCAP,2,
2018,JUN,unveg,13,13X,X,PERPUN,35,
2018,JUN,unveg,13,13X,X,AMACAN,5,
2018,JUN,unveg,13,13X,X,BIDLAE,1.5,
2018,JUN,unveg,14,14C,C,BARE,9,
2018,JUN,unveg,14,14C,C,DET,20,
2018,JUN,unveg,14,14C,C,TRASH,4,
2018,JUN,unveg,14,14C,C,NUPADV,85,changed from NUPLUT to NUPADV based on Flora of VA
2018,JUN,unveg,14,14C,C,SCHTAB,0.5,
2018,JUN,unveg,14,14C,C,AMACAN,7,
2018,JUN,unveg,14,14C,C,PERPUN,13,
2018,JUN,unveg,14,14C,C,TYPLAT,5,
2018,JUN,unveg,14,14C,C,PHRAUS,3,
2018,JUN,unveg,14,14C,C,WOOD,10,
2018,JUN,unveg,14,14X,X,BARE,2,
2018,JUN,unveg,14,14X,X,DET,60,
2018,JUN,unveg,14,14X,X,TRASH,5,
2018,JUN,unveg,14,14X,X,AMACAN,2,
2018,JUN,unveg,14,14X,X,LEEORY,1,
2018,JUN,unveg,14,14X,X,PERPUN,11,
2018,JUN,unveg,14,14X,X,SCHTAB,55,
2018,JUN,unveg,14,14X,X,PELVIR,35,
2018,JUN,unveg,14,14X,X,PONCOR,9,
2018,JUN,unveg,14,14X,X,PHRAUS,8,
2018,JUN,unveg,14,14X,X,TYPLAT,2,
2018,JUN,unveg,14,14X,X,SAGLAT,0.5,
2018,JUN,unveg,15,15C,C,BARE,96,
2018,JUN,unveg,15,15C,C,DET,1,
2018,JUN,unveg,15,15C,C,PERPUN,2,
2018,JUN,unveg,15,15C,C,PELVIR,0.1,seedling
2018,JUN,unveg,15,15C,C,PERHYD,1,
2018,JUN,unveg,15,15X,X,BARE,10,
2018,JUN,unveg,15,15X,X,DET,9,
2018,JUN,unveg,15,15X,X,TRASH,2,
2018,JUN,unveg,15,15X,X,PELVIR,25,
2018,JUN,unveg,15,15X,X,SAGLAT,15,
2018,JUN,unveg,15,15X,X,BIDLAE,4,
2018,JUN,unveg,15,15X,X,AMACAN,25,
2018,JUN,unveg,15,15X,X,PERPUN,60,
2018,JUN,unveg,15,15X,X,LEEORY,20,
2018,JUN,unveg,15,15X,X,UNKSGE,0.5,"changed back to UNKSGE due to lack of fruits, even by 2019 ck 17sep19"
2018,JUN,unveg,15,15X,X,MURKEI,1,mostly SW corner
2018,JUN,unveg,15,15X,X,UNKDIC,0.1,"seedling, NW quad, lvs alternate, toothed"
2018,JUN,unveg,15,15X,X,UNKMON,0.1,"NE quad, flat"
2018,JUN,unveg,16,16C,C,BARE,100,
2018,JUN,unveg,16,16C,C,DET,0.1,
2018,JUN,unveg,16,16C,C,TRASH,0.1,
2018,JUN,unveg,16,16C,C,PELVIR,0.1,nipped seedling
2018,JUN,unveg,16,16X,X,BARE,2,
2018,JUN,unveg,16,16X,X,DET,15,
2018,JUN,unveg,16,16X,X,TRASH,0.1,
